genes baseMean log2FoldChange lfcSE stat pvalue padj V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
XM_060695216.1 77.5799738094779 -2.54578200155721 0.648697382016506 -3.92445240590232 8.69272422967648e-5 0.0463396375218612 sp|S8FGV1|LAC2_FOMSC 36 325 179 9 328 1281 38 340 1.34e-45 176
XM_060699362.1 8.38569170615063 2.94280254822597 0.678393327114607 4.33790019831492 1.43850444369666e-5 0.0149728070101097 sp|O14672|ADA10_HUMAN 28.752 713 408 26 121 2082 28 699 8.3e-69 249
XM_060700330.1 10.6909249523687 -6.34699797056351 1.54528316980881 -4.10733650282932 4.00247907024626e-5 0.0272485754363444 sp|Q4R7W3|RGPS2_MACFA 51.449 552 229 12 250 1857 29 557 2.79e-164 515
XM_060702857.1 66.8059588593881 0.708639945278686 0.179849651519332 3.94017969616425 8.14205967008456e-5 0.0451971995409217 sp|Q9UK39|NOCT_HUMAN 49.169 301 145 5 85 966 122 421 6.98e-82 276
XM_060704290.1 27.7960366533612 -22.685094838282 2.93349472278124 -7.73312958844333 1.04934382428622e-14 3.78624238678953e-11 sp|A7SLC8|NAT9_NEMVE 58.989 178 73 0 137 670 1 178 1.73e-59 201
XM_060704493.1 84.5482400428716 -2.19830517073894 0.521515740867667 -4.21522304788257 2.49531444806402e-5 0.0219599843695234 sp|Q86VS8|HOOK3_HUMAN 52.587 715 315 6 110 2239 6 701 0 656
XM_060706632.1 188.939304514468 -0.866010575790993 0.206039440742758 -4.20313010299914 2.63249177769702e-5 0.0226156115054438 sp|Q17RS7|GEN_HUMAN 44.421 475 183 12 188 1408 1 462 5.66e-103 338
XM_060709870.1 30.2816598000454 2.56021562251081 0.639139646248225 4.00572181297058 6.18283818400514e-5 0.0384636495440127 sp|Q869C3|ACES_ANOGA 47.101 552 270 8 443 2086 167 700 5.4e-162 514
XM_060714835.1 4.54512116292069 -4.26165309855876 0.967459856513999 -4.4049921760212 1.05787695942642e-5 0.0115667625606134 sp|Q9Y5Z4|HEBP2_HUMAN 34.091 176 110 3 358 870 20 194 3.02e-24 104
XM_060715847.1 6.09936286348358 3.9788148145746 0.821860349975236 4.84122979615027 1.29038046877136e-6 0.00221711943210515 sp|Q8BLD6|ANR55_MOUSE 46.061 330 173 2 130 1104 29 358 3.95e-84 281
XM_060716319.1 714.108778560293 -1.18020473541699 0.273428797992763 -4.31631468258229 1.58655758786381e-5 0.0154719380771087 sp|Q8NEF3|CC112_HUMAN 40.135 446 258 6 199 1524 1 441 2.64e-77 256
XM_060716928.1 58.6553412539757 -1.46844385562548 0.352801775688577 -4.1622348775299 3.15147942914706e-5 0.0246563296441669 sp|Q647I9|NALP5_BOVIN 32.155 283 188 4 1897 2733 751 1033 8.11e-23 110
XM_060718662.1 37.583529969488 -1.33764040818143 0.320657898753188 -4.17154984605889 3.02534857190223e-5 0.0246563296441669 sp|A7MCS3|CP089_DANRE 25.862 290 183 10 65 904 23 290 8.59e-23 105
XM_060719704.1 4.07487159169656 4.62166774858596 1.14948410763574 4.0206451902078 5.80389651109458e-5 0.0367396831426868 sp|O15974|OPSD2_MIZYE 28.897 263 165 3 4 750 87 341 1.95e-31 125
XM_060721849.1 118.279459723815 -1.21396108395349 0.24682585581086 -4.91828977951054 8.73036067913991e-7 0.00157504437012363 sp|Q3V6T2|GRDN_HUMAN 37.311 1391 800 18 442 4461 13 1382 0 671
XM_060722798.1 24.6964372993675 23.538542235961 2.93351372770405 8.02400957379658 1.02348320847413e-15 6.15488685469393e-12 sp|Q16760|DGKD_HUMAN 46.567 670 298 16 1773 3746 592 1213 9.07e-160 535
XM_060722798.1 24.6964372993675 23.538542235961 2.93351372770405 8.02400957379658 1.02348320847413e-15 6.15488685469393e-12 sp|Q16760|DGKD_HUMAN 69.011 455 119 5 102 1424 117 563 0 633
XM_060723658.1 9.19615945013821 22.1595919138735 2.93428866869461 7.55194679729031 4.2879966067228e-14 1.28932911303143e-10 sp|D4A2B7|AFG2B_RAT 48.829 555 262 7 874 2523 196 733 3.06e-168 516
XM_060723671.1 577.197658377742 -0.536925562657537 0.124944328522471 -4.29731840578078 1.72876783565623e-5 0.0160692581400402 sp|Q86W34|AMZ2_HUMAN 38.983 177 94 3 982 1476 140 314 1.64e-29 125
XM_060724676.1 21.9493707711624 5.21271773520332 0.832949371528226 6.2581447485091 3.8958414920536e-10 1.00406966225913e-6 sp|A7T1N0|TMP2L_NEMVE 33.275 1136 637 21 10 3291 495 1551 6.78e-171 576
XM_060726690.1 300.795321077363 -1.58765582331581 0.406286923265052 -3.90772070771292 9.31709188107076e-5 0.0473491984863092 sp|P46100|ATRX_HUMAN 59.894 379 139 5 267 1379 1526 1899 2.81e-151 479
XM_060730143.1 17.0199929002132 -23.5569872027147 2.93377295616142 -8.02958768613674 9.78007896659244e-16 6.15488685469393e-12 sp|Q99MW1|STK31_MOUSE 24.006 679 468 19 1347 3275 276 942 1.37e-35 151
XM_060735405.1 7.45519800390923 -5.62668830583963 1.25480214056201 -4.48412392994445 7.32141042328323e-6 0.00910934934113467 sp|Q8WXB1|MT21A_HUMAN 50 212 102 2 193 816 1 212 7.12e-65 206
XM_060735521.1 126.310085384093 -1.38048617155415 0.26706033069328 -5.16919217455643 2.35108041256327e-7 4.99009902624164e-4 sp|Q8VDC1|FYCO1_MOUSE 52.907 172 81 0 222 737 12 183 7.1e-58 226
XM_060735521.1 126.310085384093 -1.38048617155415 0.26706033069328 -5.16919217455643 2.35108041256327e-7 4.99009902624164e-4 sp|Q8VDC1|FYCO1_MOUSE 54.43 79 36 0 6735 6971 1111 1189 2.78e-23 113
XM_060736043.1 96.2278657403092 -0.99673586297522 0.212852818303827 -4.68274684318473 2.83056009139603e-6 0.00425551121740632 sp|Q9Z280|PLD1_MOUSE 37.086 302 169 7 358 1251 19 303 8.19e-42 161
XM_060737705.1 1666.90981632252 -3.16575076532879 0.699077476988802 -4.52846911756464 5.94125623939462e-6 0.00777270662551337 sp|Q9Z0H0|CDC7_MOUSE 41.21 529 232 10 152 1501 34 562 2.13e-112 353
XM_060738632.1 31.8690392247286 1.20335845474154 0.306701212077236 3.92355298041175 8.72525664433451e-5 0.0463396375218612 sp|Q9UHK6|AMACR_HUMAN 39.773 352 148 4 16 885 32 381 2.3e-71 230
